barkatu .	ezin naiz atera .
ezin naiz atera .	barkatu .
barkatu .	ederki .
ederki .	eserlekua alda diezadakezu ?
eserlekua alda diezadakezu ?	ezin dut lo egin eta traba egiten diot nire aurreko gizonari .
ezin dut lo egin eta traba egiten diot nire aurreko gizonari .	ezin da .
ezin da .	dena beteta dago .
dena beteta dago .	eskerrik asko .
eskerrik asko .	eskerrik asko .
eskerrik asko .	ez horregatik .
ez horregatik .	badatoz .
badatoz .	holden doktorea ?
holden doktorea ?	lloyd williamson naiz .
lloyd williamson naiz .	harrington irakaslearen laguntzailea .
harrington irakaslearen laguntzailea .	pozten naiz zu ezagutzeaz .
pozten naiz zu ezagutzeaz .	irakaslea bera etortzekoa zen , baina ...
irakaslea bera etortzekoa zen , baina ...	holden doktorea ?
holden doktorea ?	bai ?
bai ?	kazetariak gara .
kazetariak gara .	hitz egin dezakegu zurekin ?
hitz egin dezakegu zurekin ?	zergatik naiz albiste ?
zergatik naiz albiste ?	mamuengatik .
mamuengatik .	zein da zehazki bilkura honen zeregina ?
zein da zehazki bilkura honen zeregina ?	psikologia paranormalen nazioarteko txostenen ikerketa .
psikologia paranormalen nazioarteko txostenen ikerketa .	psikologia parazer ?
psikologia parazer ?	adimenirakurleak , igarleak , espirituak eta zonbiak .
adimenirakurleak , igarleak , espirituak eta zonbiak .	zer diozu berraragitu dela dioen jende horretaz ?
zer diozu berraragitu dela dioen jende horretaz ?	hipnosiaren eraginez , jendea sugestioaren mende erortzen da .
hipnosiaren eraginez , jendea sugestioaren mende erortzen da .	ordezkari guztiak zu bezain mesfidatiak dira ?
ordezkari guztiak zu bezain mesfidatiak dira ?	denak ez , seguru asko .
denak ez , seguru asko .	galdetu williamsoni , berak jakingo du .
